22.94170417,39.38681581
22.94122225,39.38638157
22.94042537,39.38663342
22.93975707,39.38684495
22.93951128,39.38690833
22.93925201,39.38700446
22.93914297,39.38707366
22.93907760,39.38714171
22.93903531,39.38724449
22.93903724,39.38745676
22.93904550,39.38753481
22.93901897,39.38760818
22.93893073,39.38768229
22.93875622,39.38773431
22.93860649,39.38775929
22.93849494,39.38777025
22.93840278,39.38773763
22.93836586,39.38770770
22.93834588,39.38766622
22.93835010,39.38759201
22.93853988,39.38699870
22.93877763,39.38626801
22.93878239,39.38623954
22.93877099,39.38621677
22.93875714,39.38620532
22.93872128,39.38619270
22.93868338,39.38618142
22.93864347,39.38617044
22.93860137,39.38615713
22.93765709,39.38591181
22.93748080,39.38586671
22.93742325,39.38584910
22.93735097,39.38582284
22.93728994,39.38579005
22.93715055,39.38573216
22.93701501,39.38566421
22.93695748,39.38563277
22.93688628,39.38557844
22.93631161,39.38525177
22.93545668,39.38475037
22.93479493,39.38436708
22.93417014,39.38400694
22.93364151,39.38371270
22.93338135,39.38356597
22.93328371,39.38351681
22.93324601,39.38349797
22.93322970,39.38348385
22.93321087,39.38347077
22.93319578,39.38345172
22.93319175,39.38342207
22.93319831,39.38339703
22.93321627,39.38337063
22.93324240,39.38334440
22.93367292,39.38275805
22.93411979,39.38211727
22.93433691,39.38177408
22.93438068,39.38172993
22.93441558,39.38172617
22.93446377,39.38172295
22.93451717,39.38173598
22.93460457,39.38176829
22.93463036,39.38178496
22.93469080,39.38182459
22.93517167,39.38210762
22.93564312,39.38238020
22.93608036,39.38260973
22.93652296,39.38287476
22.93698542,39.38313643
22.93741347,39.38335470
22.93775335,39.38350040
22.93827947,39.38369164
22.93871786,39.38387419
22.93924499,39.38410888
22.93938251,39.38417562
22.93940511,39.38418487
22.93942342,39.38418401
22.93944541,39.38417253
22.93946175,39.38416261
22.93947376,39.38414672
22.93948276,39.38412732
22.93949724,39.38410204
22.93965687,39.38369431
22.93977649,39.38339772
22.93990146,39.38304914
22.93992727,39.38293527
22.93994914,39.38281468
22.93995438,39.38261545
22.93995652,39.38249283
22.93992952,39.38234860
22.93984314,39.38194652
22.93970043,39.38140769
22.93967296,39.38134353
22.93966748,39.38130154
22.93966375,39.38128195
22.93966453,39.38124897
22.93956916,39.38096640
22.93956909,39.38092023
22.93962720,39.38084771
22.93968005,39.38076357
22.93970957,39.38069006
22.93994143,39.38012133
22.94011959,39.37969738
22.94043945,39.37914335
22.94067695,39.37874634
22.94104453,39.37819280
22.94127203,39.37788362
22.94126048,39.37781495
22.94121676,39.37776927
22.94118563,39.37774971
22.94081304,39.37750345
22.94057477,39.37734943
22.94006117,39.37700635
22.93984495,39.37686799
22.93939602,39.37657781
22.93888105,39.37622622
22.93872143,39.37613527
22.93864632,39.37609786
22.93861325,39.37607145
22.93860277,39.37605038
22.93859523,39.37603456
22.93859076,39.37600356
