22.93288320,39.36136106
22.93343187,39.36077844
22.93490889,39.36214198
22.94010927,39.36231483
22.94351001,39.36211532
22.94484682,39.36151356
22.94628430,39.36178413
22.94914580,39.36498898
22.94968852,39.36708182
22.94818737,39.36794196
22.94634166,39.36894837
22.94415983,39.37014210
22.94231831,39.36984994
22.94092933,39.36932386
22.93979662,39.36998164
22.93934571,39.37216122
22.93896948,39.37416484
22.93861205,39.37586258
22.94108833,39.37812275
22.94003079,39.37990869
22.93980353,39.38179698
22.93915795,39.38407013
22.93671654,39.38298429
22.93492312,39.38195998
22.93397525,39.38232453
22.93431884,39.38409265
22.93598064,39.38505766
22.93838232,39.38610022
22.93893073,39.38768229
22.94170417,39.38681581
